avg,std,all
9.12,0.29529646120466824,[9.5  9.08 8.78]
9.0,0.44090815370097136,[8.46 9.54 9.  ]
7.773333333333333,0.2743882083634224,[7.48 7.7  8.14]
8.42,0.2465765601187589,[8.74 8.38 8.14]
5.186666666666667,1.2260868194744157,[6.92 4.36 4.28]
4.066666666666667,0.23570226039551606,[4.4 3.9 3.9]
2.893333333333333,0.009428090415820642,[2.88 2.9  2.9 ]
3.2933333333333334,0.6216823054333209,[4.08 3.24 2.56]
7.266666666666666,1.5665106305274648,[8.54 8.2  5.06]
