x,y
105.0,1.4521445346250226e-05
106.0,1.699869396098281e-05
107.0,1.977084111107662e-05
108.0,2.2899567418500565e-05
109.0,2.6380360915600156e-05
110.0,3.0224967338234522e-05
111.0,3.44549572112783e-05
112.0,3.910505831012109e-05
113.0,4.423957547240029e-05
114.0,4.983018561937371e-05
115.0,5.589841154997673e-05
116.0,6.246559617990162e-05
117.0,6.960211598392105e-05
118.0,7.731665361688343e-05
119.0,8.55977665404015e-05
120.0,9.446533274156455e-05
121.0,0.00010393874130542695
122.0,0.00011413426355210384
123.0,0.0001249773876919264
124.0,0.00013648551080744692
125.0,0.00014867533128946146
126.0,0.00016160608667176561
127.0,0.0001753172371965762
128.0,0.00018975913864386335
129.0,0.0002049450114543522
130.0,0.0002208871852734407
131.0,0.00023769142935937599
132.0,0.0002552996940832171
133.0,0.0002736978215494733
134.0,0.0002928939813369244
135.0,0.0003129199406129627
136.0,0.00033385643989116787
137.0,0.00035561042785408774
138.0,0.00037818559868496126
139.0,0.00040158459668523385
140.0,0.0004258841007754991
141.0,0.0004510594954359593
142.0,0.0004770598540674783
143.0,0.0005038832421253183
144.0,0.0005315266786935183
145.0,0.00056010902909032
146.0,0.0005895007824467313
147.0,0.0006196955388653625
148.0,0.0006506859014477254
149.0,0.0006825105975717974
150.0,0.0007151819379525768
151.0,0.0007486179220050318
152.0,0.0007828070345353647
153.0,0.0008177368720429545
154.0,0.000853480578040558
155.0,0.0008899556749503779
156.0,0.0009271249658684407
157.0,0.000964972450206953
158.0,0.0010035008261701213
159.0,0.0010427480972925096
160.0,0.0010826161557511498
161.0,0.001123085919435654
162.0,0.001164137677488596
163.0,0.0012058001819444822
164.0,0.0012480316835379447
165.0,0.0012907767735642326
166.0,0.0013340133613123923
167.0,0.0013777188920100353
168.0,0.001421934404854759
169.0,0.0014665662351130335
170.0,0.0015115905057728714
171.0,0.0015569830164945961
172.0,0.0016027384819192589
173.0,0.0016488371384864896
174.0,0.0016952231413368832
175.0,0.0017418712300283335
176.0,0.0017887559810328905
177.0,0.0018358742371507883
178.0,0.0018831774461261612
179.0,0.0019306335803430782
180.0,0.0019782168527743443
181.0,0.0020259036720526075
182.0,0.0020736708177308285
183.0,0.002121481031270136
184.0,0.0021693086779752953
185.0,0.0022171282242020814
186.0,0.0022649088044211906
187.0,0.0023126217065919208
188.0,0.002360244230586622
189.0,0.002407751567093296
190.0,0.0024551191317873137
191.0,0.002502294072101248
192.0,0.0025492745640065735
193.0,0.0025960369210395605
194.0,0.002642557764511017
195.0,0.0026887965234174754
196.0,0.002734717612205328
197.0,0.0027803232966568813
198.0,0.0028255917302900135
199.0,0.002870501458650758
200.0,0.0029149828307963835
201.0,0.0029590468794620985
202.0,0.003002685161156004
203.0,0.0030458780675381237
204.0,0.0030885917406538663
205.0,0.00313076051152138
206.0,0.003172423180885052
207.0,0.0032135621751119047
208.0,0.003254160414314689
209.0,0.003294149102262705
210.0,0.003333526284458749
211.0,0.0033723105200720066
212.0,0.0034104869195869976
213.0,0.0034480411098082525
214.0,0.0034848608428367763
215.0,0.00352102780619499
216.0,0.0035565293733057202
217.0,0.003591353440621873
218.0,0.0036254459456301416
219.0,0.0036587726604332474
220.0,0.0036913861040058535
221.0,0.003723276453069821
222.0,0.003754434408976845
223.0,0.0037847603261421943
224.0,0.003814312259927258
225.0,0.00384310514215207
226.0,0.0038711319160432294
227.0,0.0038983624104527463
228.0,0.003924718859383998
229.0,0.003950289721532609
230.0,0.003975070107700477
231.0,0.0039990556160806575
232.0,0.004022169372582795
233.0,0.004044431623892413
234.0,0.00406588800596163
235.0,0.004086536158178382
236.0,0.004106374175815535
237.0,0.004125277471596872
238.0,0.004143367993207547
239.0,0.004160645298271649
240.0,0.004177109365192526
241.0,0.004192711376066575
242.0,0.004207427746325388
243.0,0.004221333692938275
244.0,0.004234430932705931
245.0,0.004246721560859306
246.0,0.004258110922862663
247.0,0.0042686754352328025
248.0,0.004278442754929442
249.0,0.004287416519255745
250.0,0.004295576915547833
251.0,0.004302857618614405
252.0,0.004309358934515643
253.0,0.004315085877496944
254.0,0.004320043758824353
255.0,0.004324169322875463
256.0,0.004327492683207183
257.0,0.004330066271696556
258.0,0.004331896566806582
259.0,0.0043329902920733986
260.0,0.004333267678139438
261.0,0.004333114658410406
262.0,0.004332534742633199
263.0,0.004331531516710623
264.0,0.004330108646608011
265.0,0.004328269872452367
266.0,0.0043260190053919815
267.0,0.004323359927357225
268.0,0.004320296587813996
269.0,0.004316833000334235
270.0,0.004312973240981612
271.0,0.004308721443908583
272.0,0.0043040818041693045
273.0,0.004299051359079452
274.0,0.004293617155316089
275.0,0.004287808825696251
276.0,0.004281630782305972
277.0,0.004275087480123434
278.0,0.004268183417553658
279.0,0.004260923132037087
280.0,0.0042533111982433845
281.0,0.004245352226184647
282.0,0.004237050860299509
283.0,0.004228411776415093
284.0,0.004219439676311785
285.0,0.004210139289446284
286.0,0.004200515373111493
287.0,0.004190560778190595
288.0,0.004180278197610844
289.0,0.004169687379026642
290.0,0.004158793160999679
291.0,0.004147600395972023
292.0,0.004136113947694962
293.0,0.004124338691886499
294.0,0.004112279512369513
295.0,0.0040999412991645084
296.0,0.004087328947214265
297.0,0.004074447355103389
298.0,0.004061301424939342
299.0,0.004047896057182007
300.0,0.004034236149487303
301.0,0.004020312667745609
302.0,0.004006138405244361
303.0,0.003991725182037202
304.0,0.003977077870944797
305.0,0.003962201339987052
306.0,0.003947100442611467
307.0,0.003931780019799946
308.0,0.003916244900749315
309.0,0.003900499898918666
310.0,0.0038845498107361043
311.0,0.0038683994160515762
312.0,0.0038520534749299697
313.0,0.0038355167310588465
314.0,0.003818793902786514
315.0,0.0038018762958990752
316.0,0.003784781251256782
317.0,0.0037675150020319713
318.0,0.003750082163790933
319.0,0.0037324873265151015
320.0,0.0037147350559697764
321.0,0.003696829887860834
322.0,0.0036787763252559033
323.0,0.003660578843290464
324.0,0.0036422418887099026
325.0,0.0036237698734902443
326.0,0.0036051671774438416
327.0,0.003586438144966424
328.0,0.0035675858915722083
329.0,0.003548607577269306
330.0,0.0035295165406411724
331.0,0.00351031697703362
332.0,0.0034910130476857176
333.0,0.0034716088720419228
334.0,0.003452108532433879
335.0,0.0034325160756538027
336.0,0.00341283550875878
337.0,0.0033930707967042843
338.0,0.0033732258655446807
339.0,0.0033533046039592902
340.0,0.003333310856875677
341.0,0.0033132484278796275
342.0,0.0032931193005681595
343.0,0.003272926057644251
344.0,0.003252675970204659
345.0,0.003232372658338244
346.0,0.0032120197055365645
347.0,0.0031916206508947158
348.0,0.003171178990019553
349.0,0.003150698170954224
350.0,0.0031301816025759792
351.0,0.00310963265245099
352.0,0.0030890546380758096
353.0,0.0030684508350602804
354.0,0.0030478244772477784
355.0,0.0030271787540788225
356.0,0.0030065161940665383
357.0,0.0029858404838912795
358.0,0.0029651552591071807
359.0,0.0029444635159475924
360.0,0.0029237682026075815
361.0,0.0029030722273283467
362.0,0.0028823784567023024
363.0,0.00286168970900344
364.0,0.0028410087548729687
365.0,0.0028203383253909376
366.0,0.0027996811113739596
367.0,0.0027790397513701237
368.0,0.0027584168400337753
369.0,0.0027378149355396387
370.0,0.0027172383266199783
371.0,0.0026966885654956148
372.0,0.0026761676380072474
373.0,0.0026556779214895305
374.0,0.0026352217372350175
375.0,0.00261480136200165
376.0,0.0025944190337959263
377.0,0.0025740769511335354
378.0,0.0025537772678471725
379.0,0.002533522090356769
380.0,0.0025133134858063484
381.0,0.0024931534903543866
382.0,0.0024730440859157825
383.0,0.0024529872944705935
384.0,0.002432989674511916
385.0,0.0024130486983107604
386.0,0.0023931661735911275
387.0,0.0023733438645516794
388.0,0.002353583512017923
389.0,0.0023338868087271957
390.0,0.0023142554028246607
391.0,0.0022946909089729757
392.0,0.002275194907527222
393.0,0.0022557689375569847
394.0,0.0022364144954328605
395.0,0.0022171330409537227
396.0,0.0021979260128030384
397.0,0.0021787963771342693
398.0,0.002159749030171934
399.0,0.002140780397612818
400.0,0.0021218917531531842
401.0,0.0021030843285475814
402.0,0.0020843593172826425
403.0,0.002065717895253735
404.0,0.0020471611962085633
405.0,0.0020286903117893804
406.0,0.0020103063058674684
407.0,0.0019920102150317817
408.0,0.001973803041701852
409.0,0.0019556857480222656
410.0,0.0019376592596004219
411.0,0.0019197281657474656
412.0,0.001901893986644627
413.0,0.0018841533830198927
414.0,0.001866507160923493
415.0,0.0018489560991898511
416.0,0.001831500938610611
417.0,0.0018141423838828287
418.0,0.0017968811282984005
419.0,0.0017797178342928727
420.0,0.0017626531222679747
421.0,0.0017456875920946154
422.0,0.001728821823454425
423.0,0.001712056368123747
424.0,0.0016953917430187443
425.0,0.0016788343917596964
426.0,0.0016623816007119974
427.0,0.0016460311234188932
428.0,0.001629783364305561
429.0,0.001613638714853167
430.0,0.0015975975458137847
431.0,0.0015816601949405114
432.0,0.0015658269679634817
433.0,0.0015500981638651623
434.0,0.0015344740660015713
435.0,0.001518954912604414
436.0,0.0015035409250023272
437.0,0.0014882323180768866
438.0,0.0014730292834043087
439.0,0.001457940193642356
440.0,0.0014429577540128345
441.0,0.0014280813401421645
442.0,0.0014133110400723872
443.0,0.0013986469216856858
444.0,0.001384089050907098
445.0,0.0013696374767841785
446.0,0.0013552922228346293
447.0,0.0013410532832189993
448.0,0.0013269206463939792
449.0,0.0013128943064152246
450.0,0.0012989742015252607
451.0,0.001285160261689048
452.0,0.001271453662427154
453.0,0.0012578608239803052
454.0,0.0012443738577486367
455.0,0.0012309926146169936
456.0,0.0012177169822645208
457.0,0.0012045467982866752
458.0,0.0011914818765961963
459.0,0.001178522033317524
460.0,0.0011656670810368903
461.0,0.0011529168089622537
462.0,0.0011402709768855775
463.0,0.0011277293419048743
464.0,0.0011152916870074566
465.0,0.0011029577305373345
466.0,0.001090730356802271
467.0,0.001078611671310141
468.0,0.0010665957821453756
469.0,0.0010546823713066774
470.0,0.0010428710932584254
471.0,0.0010311616491882837
472.0,0.001019553698924228
473.0,0.0010080468732939702
474.0,0.0009966408113810435
475.0,0.0009853351577707276
476.0,0.0009741295388583811
477.0,0.0009630235523678471
478.0,0.0009520167856104537
479.0,0.0009411088850339657
480.0,0.0009303042872859308
481.0,0.000919601060523627
482.0,0.0009089953335451557
483.0,0.0008984866823884415
484.0,0.0008880746566175245
485.0,0.0008777587794504781
486.0,0.0008675386232066538
487.0,0.0008574137339540964
488.0,0.0008473836210752807
489.0,0.0008374478066971398
490.0,0.0008276058254608139
491.0,0.0008178572010819767
492.0,0.0008082014267947495
493.0,0.0007986379726711625
494.0,0.0007891726936674719
495.0,0.0007798001481518453
496.0,0.0007705183293370321
497.0,0.0007613267361789204
498.0,0.0007522248664719043
499.0,0.0007432121889717389
500.0,0.0007342881469222375
501.0,0.0007254522330663165
502.0,0.0007167039360599164
503.0,0.0007080426894826541
504.0,0.000699467944614144
505.0,0.0006909791780770911
506.0,0.0006825758574593608
507.0,0.0006742576650666587
508.0,0.0006660306112601177
509.0,0.000657887274029302
510.0,0.0006498270589449281
511.0,0.0006418493856435645
512.0,0.0006339537083725199
513.0,0.0006261394862054453
514.0,0.0006184061530826867
515.0,0.000610753111964157
516.0,0.0006031798106923172
517.0,0.000595685726694476
518.0,0.0005882702550328963
519.0,0.0005809328110397098
520.0,0.0005736728501544201
521.0,0.0005664915026210601
522.0,0.0005593912356864862
523.0,0.00055236658311642
524.0,0.0005454170688452747
525.0,0.000538542091864951
526.0,0.0005317410518657813
527.0,0.0005250133894820537
528.0,0.0005183585596121794
529.0,0.000511775992055802
530.0,0.000505265080523093
531.0,0.0004988252535882428
532.0,0.0004924560129164396
533.0,0.00048615674411809474
534.0,0.0004799268528547476
535.0,0.0004737685989646414
536.0,0.00046768157105874983
537.0,0.00046166215307122795
538.0,0.0004557097259255756
539.0,0.0004498238181471787
540.0,0.0004440038546594511
541.0,0.0004382492374066383
542.0,0.000432559413386943
543.0,0.000426933856930782
544.0,0.00042137202079777945
545.0,0.000415873313077356
546.0,0.00041043715727815365
547.0,0.00040506310840583915
548.0,0.0003997505603675774
549.0,0.00039450254938256946
550.0,0.00038931636481972105
551.0,0.00038418998205491173
552.0,0.0003791228365340803
553.0,0.00037411432617973404
554.0,0.0003691640018248584
555.0,0.0003642713350342855
556.0,0.0003594357449022112
557.0,0.0003546567014008901
558.0,0.00034993371563585095
559.0,0.00034526627896210157
560.0,0.0003406538295387185
561.0,0.0003360957925078555
562.0,0.0003315918018964512
563.0,0.0003271454456565583
564.0,0.00032275220647433355
565.0,0.00031841130519172194
566.0,0.0003141222770996863
567.0,0.0003098845946994176
568.0,0.0003056976888011105
569.0,0.0003015611356818967
570.0,0.0002974744736656716
571.0,0.0002934371486147275
572.0,0.00028944865881850044
573.0,0.0002855085635487183
574.0,0.000281616407938346
575.0,0.0002777716677607138
576.0,0.00027397438359777005
577.0,0.0002702269530553172
578.0,0.00026652543973171186
579.0,0.00026286932738236036
580.0,0.0002592581902748041
581.0,0.0002556916141150017
582.0,0.0002521691225751345
583.0,0.0002486901821404157
584.0,0.00024525439511159056
585.0,0.00024186138372284818
586.0,0.0002385106223020469
587.0,0.00023520164182675845
588.0,0.00023193405386665798
589.0,0.0002287074654669652
590.0,0.00022552268639392583
591.0,0.00022237992424675027
592.0,0.00021927684949881208
593.0,0.00021621294786266113
594.0,0.00021318773590464057
595.0,0.00021020083039812498
596.0,0.00020725187147941105
597.0,0.00020434043988228916
598.0,0.0002014660434695698
599.0,0.00019862830180707492
600.0,0.00019582693725287838
601.0,0.00019306145067012414
602.0,0.0001903314008418939
603.0,0.00018763645989035093
604.0,0.00018497806040623498
605.0,0.00018235509135110388
606.0,0.00017976587211935235
607.0,0.00017721025201731906
608.0,0.00017468779120959906
609.0,0.0001721980374501943
610.0,0.00016974064441295094
611.0,0.00016731531091649418
612.0,0.00016492167795928718
613.0,0.00016255929560297054
614.0,0.00016022778881661764
615.0,0.0001579269935493818
616.0,0.000155656435121027
617.0,0.00015341569541916283
618.0,0.00015120655954167512
619.0,0.00014902708054897334
620.0,0.00014687642191566996
621.0,0.00014475410621513185
622.0,0.00014266001821893056
623.0,0.00014059380423156307
624.0,0.00013855503709940317
625.0,0.00013654340247704685
626.0,0.00013455865831571862
627.0,0.00013260050812351331
628.0,0.0001306685423431886
629.0,0.00012876237571678324
630.0,0.00012688197404545122
631.0,0.00012502699139958426
632.0,0.00012319889484123302
633.0,0.00012139545189634758
634.0,0.00011961644354776734
635.0,0.00011786151870951397
636.0,0.0001161302298135465
637.0,0.00011442248474875619
638.0,0.00011273802618273909
639.0,0.00011107644622374376
640.0,0.00010943745518125879
641.0,0.000107820868256157
642.0,0.0001062264537469406
643.0,0.00010465384286635476
644.0,0.00010310261533124278
645.0,0.000101573381999381
646.0,0.00010006644903966214
647.0,9.858014318257172e-05
648.0,9.711430337054164e-05
649.0,9.566876876986e-05
650.0,9.424323599128936e-05
651.0,9.283728964709039e-05
652.0,9.145084178348549e-05
653.0,9.008374485487245e-05
654.0,8.8735602194294e-05
655.0,8.740613821418522e-05
656.0,8.60952244274292e-05
657.0,8.4802696258716e-05
658.0,8.352822122772337e-05
659.0,8.227208010396966e-05
660.0,8.103450149206074e-05
661.0,7.981427925300475e-05
662.0,7.861107246262001e-05
663.0,7.742474962004428e-05
664.0,7.625520256431212e-05
665.0,7.510218089488966e-05
666.0,7.396529318177772e-05
667.0,7.284443623617897e-05
668.0,7.17395927277787e-05
669.0,7.06503648255669e-05
670.0,6.957647801776804e-05
671.0,6.85178603825528e-05
672.0,6.747441691275155e-05
673.0,6.644673746714103e-05
674.0,6.543375599343972e-05
675.0,6.443544681980783e-05
676.0,6.34514328174655e-05
677.0,6.248137583549071e-05
678.0,6.15251611724767e-05
679.0,6.058273097756115e-05
680.0,5.96538907336955e-05
681.0,5.8738273044092265e-05
682.0,5.7835731506735113e-05
683.0,5.694639898097419e-05
684.0,5.606986806242515e-05
685.0,5.520585311173591e-05
686.0,5.435433246985061e-05
687.0,5.351626903223277e-05
688.0,5.269039342368537e-05
689.0,5.18761984664342e-05
690.0,5.107401626728132e-05
691.0,5.028356491312253e-05
692.0,4.950450145995279e-05
693.0,4.8736715368813234e-05
694.0,4.798020026043906e-05
695.0,4.723481916675776e-05
696.0,4.650022401681553e-05
697.0,4.5776197997476884e-05
698.0,4.50630514554329e-05
699.0,4.4360354065973096e-05
700.0,4.366794151218168e-05
701.0,4.298641328633105e-05
702.0,4.231506329450237e-05
703.0,4.165361081450694e-05
704.0,4.10016094039811e-05
705.0,4.035937872203777e-05
706.0,3.9726755945842035e-05
707.0,3.910337940932759e-05
708.0,3.848912963719233e-05
709.0,3.788405074831386e-05
710.0,3.7288068589974953e-05
711.0,3.670085323381512e-05
712.0,3.6122082495622405e-05
713.0,3.5552277001178005e-05
714.0,3.499124512565661e-05
715.0,3.4438784229224066e-05
716.0,3.389455755526328e-05
717.0,3.3358621062731104e-05
718.0,3.2830734170070274e-05
719.0,3.231045062295642e-05
720.0,3.179805318131013e-05
721.0,3.129352213298572e-05
722.0,3.07964651986093e-05
723.0,3.030674015652088e-05
724.0,2.9824441365346405e-05
725.0,2.934956471636348e-05
726.0,2.888179753349638e-05
727.0,2.8420673150564247e-05
728.0,2.7967322321992523e-05
729.0,2.7521040868793118e-05
730.0,2.7081282928265845e-05
731.0,2.6648152459273697e-05
732.0,2.6221750450426426e-05
733.0,2.5801881810324117e-05
734.0,2.5388100259058832e-05
735.0,2.4980617707952823e-05
736.0,2.4579590018549846e-05
737.0,2.4184581597201837e-05
738.0,2.379541189293458e-05
739.0,2.3412226092544547e-05
740.0,2.3035098553417552e-05
741.0,2.266373377884948e-05
742.0,2.2297912248962426e-05
743.0,2.1938250768434944e-05
744.0,2.15841347724306e-05
745.0,2.1235223074536042e-05
746.0,2.089160441778216e-05
747.0,2.0553429553393297e-05
748.0,2.0220555906656146e-05
749.0,1.989253589801707e-05
750.0,1.956947285186636e-05
751.0,1.9251736916505108e-05
752.0,1.8938836541886798e-05
753.0,1.8630532875903962e-05
754.0,1.8327024004514138e-05
755.0,1.8028502299583062e-05
756.0,1.7734968710261424e-05
757.0,1.74454124153719e-05
758.0,1.7160793978435012e-05
759.0,1.6880691152754573e-05
760.0,1.6604716289583964e-05
761.0,1.633293238208436e-05
762.0,1.6065538708407967e-05
763.0,1.5802454943799744e-05
764.0,1.5543231642384148e-05
765.0,1.528782025292893e-05
766.0,1.503685278826969e-05
767.0,1.478976502053587e-05
768.0,1.4546241679477086e-05
769.0,1.4306634928140168e-05
770.0,1.4071317989972103e-05
771.0,1.3839699492927703e-05
772.0,1.3611138239667418e-05
773.0,1.3386541903504954e-05
774.0,1.3165653534510854e-05
775.0,1.2948023254447134e-05
776.0,1.273366968815746e-05
777.0,1.252284545810934e-05
778.0,1.2315543215420426e-05
779.0,1.2111312068743112e-05
780.0,1.1909903541428463e-05
781.0,1.171226503808444e-05
782.0,1.151774322963954e-05
783.0,1.1326055174529784e-05
784.0,1.113753762297636e-05
785.0,1.0952329672884541e-05
786.0,1.0770106278519372e-05
787.0,1.0590201406005272e-05
788.0,1.0413432795988755e-05
789.0,1.0239750996695685e-05
790.0,1.006863099731988e-05
791.0,9.900028052186091e-06
792.0,9.734250064753857e-06
793.0,9.571377437808128e-06
794.0,9.410960838041107e-06
795.0,9.252494927137734e-06
796.0,9.097303367365125e-06
797.0,8.944755770444792e-06
798.0,8.794284088878218e-06
799.0,8.646208840107317e-06
800.0,8.500833737001802e-06
801.0,8.357884148822526e-06
802.0,8.216668328920357e-06
803.0,8.07786906713429e-06
804.0,7.941697300052323e-06
805.0,7.807534620184838e-06
806.0,7.675252516110503e-06
807.0,7.5452191290988416e-06
808.0,7.417619746923258e-06
809.0,7.292009675857542e-06
810.0,7.167558741637016e-06
811.0,7.046206543924107e-06
812.0,6.9268285092854385e-06
813.0,6.808958499841002e-06
814.0,6.69293460894975e-06
815.0,6.579116500763135e-06
816.0,6.467294283782256e-06
817.0,6.3567530633380106e-06
818.0,6.247984319122078e-06
819.0,6.141524522103723e-06
820.0,6.036642772528398e-06
821.0,5.933100063508004e-06
822.0,5.831331616449561e-06
823.0,5.731649287475171e-06
824.0,5.633627051194377e-06
825.0,5.53626407809565e-06
826.0,5.441421094954341e-06
827.0,5.348231524634808e-06
828.0,5.256144277712198e-06
829.0,5.165439375385229e-06
830.0,5.0765393368152065e-06
831.0,4.9893145683955205e-06
832.0,4.903031202676755e-06
833.0,4.817925028133093e-06
834.0,4.7349300307866396e-06
835.0,4.6531852273507475e-06
836.0,4.5723126550208956e-06
837.0,4.492820131160696e-06
838.0,4.415215047167219e-06
839.0,4.338960039204381e-06
840.0,4.262897743368844e-06
841.0,4.188910307564534e-06
842.0,4.116372966783077e-06
843.0,4.044623368625544e-06
844.0,3.97385807938503e-06
845.0,3.904569666055217e-06
846.0,3.836728884049842e-06
847.0,3.769584974363125e-06
848.0,3.703047537427609e-06
849.0,3.6385351211579985e-06
850.0,3.5750293725720648e-06
851.0,3.51198354121952e-06
852.0,3.450073313659347e-06
853.0,3.389816481012448e-06
854.0,3.330600979236986e-06
855.0,3.271310718413541e-06
856.0,3.213674988414166e-06
857.0,3.1573813638821813e-06
858.0,3.101636111799235e-06
859.0,3.0465264018062533e-06
860.0,2.9926207188809116e-06
861.0,2.9400151165610712e-06
862.0,2.8879494159680974e-06
863.0,2.8359209100577753e-06
864.0,2.7859276991776695e-06
865.0,2.7367736475142994e-06
866.0,2.6877677426671973e-06
867.0,2.6396263043106754e-06
868.0,2.5928923630430027e-06
869.0,2.547053543786417e-06
870.0,2.5009452834191586e-06
871.0,2.45607376000124e-06
872.0,2.412525050754874e-06
873.0,2.369350819829916e-06
874.0,2.3264963823316607e-06
875.0,2.2846148972008297e-06
876.0,2.243956597398882e-06
877.0,2.2037578694520407e-06
878.0,2.163006252275738e-06
879.0,2.124398497873941e-06
880.0,2.0865053234632565e-06
881.0,2.048492114749309e-06
882.0,2.011087498385872e-06
883.0,1.9749160564587507e-06
884.0,1.9395546430090174e-06
885.0,1.9037942651968364e-06
886.0,1.8688397482974358e-06
887.0,1.83527029169032e-06
888.0,1.8019560082332783e-06
889.0,1.7686656901914955e-06
890.0,1.7361479104541407e-06
891.0,1.7048383176739625e-06
892.0,1.6739778599288701e-06
893.0,1.6419938316265978e-06
894.0,1.612284925196271e-06
895.0,1.583135397269577e-06
896.0,1.5537257521666561e-06
897.0,1.5246884299688255e-06
898.0,1.4967372751393748e-06
899.0,1.469565566179999e-06
900.0,1.4419269032245258e-06
901.0,1.4146311215943407e-06
902.0,1.3888595416537905e-06
903.0,1.3632726636227481e-06
904.0,1.3374228938766099e-06
905.0,1.312167231059985e-06
906.0,1.288160178530539e-06
907.0,1.2645960928358919e-06
908.0,1.2395815846486143e-06
909.0,1.2166213365967909e-06
910.0,1.1942981490201957e-06
911.0,1.1716174744545052e-06
912.0,1.149080197114111e-06
913.0,1.1275011730972804e-06
914.0,1.1067215347900256e-06
915.0,1.085463523257317e-06
916.0,1.0640354640877035e-06
917.0,1.0443479387720004e-06
918.0,1.0248206881669908e-06
919.0,1.004742678165261e-06
920.0,9.850855039255033e-07
921.0,9.66795375302659e-07
922.0,9.488404836324533e-07
923.0,9.293283644337471e-07
924.0,9.115456745375855e-07
925.0,8.945461298966564e-07
926.0,8.771286839299759e-07
927.0,8.596246593029827e-07
928.0,8.429616346310525e-07
929.0,8.271638209317781e-07
930.0,8.109321084963853e-07
931.0,7.939526508005221e-07
932.0,7.790086083776849e-07
933.0,7.642392992237833e-07
934.0,7.486207649949835e-07
935.0,7.333666688130062e-07
936.0,7.194267600205958e-07
937.0,7.05827788201662e-07
938.0,6.906285470451739e-07
939.0,6.767804090999209e-07
940.0,6.639281400107163e-07
941.0,6.506326124339414e-07
942.0,6.370111539304689e-07
943.0,6.241178577388573e-07
944.0,6.122013258675647e-07
945.0,5.999502593128073e-07
946.0,5.862918965002761e-07
947.0,5.750424615021671e-07
948.0,5.640063935318219e-07
949.0,5.518662202684548e-07
950.0,5.399911209992562e-07
951.0,5.293719604327168e-07
952.0,5.191664888560629e-07
953.0,5.073627895112569e-07
954.0,4.964612719654644e-07
955.0,4.868393783974274e-07
956.0,4.767831665226177e-07
957.0,4.661446673306242e-07
958.0,4.561177409758003e-07
959.0,4.472248194398195e-07
960.0,4.381565992378628e-07
961.0,4.269206531804479e-07
962.0,4.1855473924879235e-07
963.0,4.103564335600257e-07
964.0,4.009982260771335e-07
965.0,3.9171401269328826e-07
966.0,3.836271004548317e-07
967.0,3.7606534740730047e-07
968.0,3.669559683475179e-07
969.0,3.5821504139770616e-07
970.0,3.511121835196839e-07
971.0,3.4361668042260176e-07
972.0,3.3525715087245456e-07
973.0,3.273863060082591e-07
974.0,3.208508816229219e-07
975.0,3.143578389903659e-07
976.0,3.04990024874509e-07
977.0,2.98715674491159e-07
978.0,2.92721573000361e-07
979.0,2.8554889754215083e-07
980.0,2.782392233111198e-07
981.0,2.720643316396566e-07
982.0,2.6656541562159103e-07
983.0,2.59620842052013e-07
984.0,2.524104832648403e-07
985.0,2.4727432956933817e-07
986.0,2.418216827284984e-07
987.0,2.351930560949003e-07
988.0,2.2891588512224447e-07
989.0,2.2422298351841847e-07
990.0,2.1963054606103448e-07
991.0,2.1196124861227306e-07
992.0,2.0709375956589696e-07
993.0,2.0282287568527656e-07
994.0,1.9738480636630964e-07
995.0,1.915707467365652e-07
996.0,1.868178542042735e-07
997.0,1.8293442463504704e-07
998.0,1.7776163525803922e-07
999.0,1.7157055429938548e-07
1000.0,1.6797553478360505e-07
1001.0,1.641744843306136e-07
