0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
70.0,80.0,80.0,70.0,100.0,120.0,70.0,80.0,70.0,70.0,140.0,70.0,100.0,80.0,80.0,80.0,80.0,80.0,70.0,100.0,80.0,80.0,80.0,100.0,70.0,80.0,110.0,70.0,80.0,110.0,80.0,120.0,130.0,70.0,210.0,60.0,90.0,60.0,80.0,80.0,260.0,240.0,410.0,420.0,2230.0,,,,,,,,,,,,,,,,,,
80.0,70.0,70.0,70.0,80.0,70.0,80.0,90.0,60.0,80.0,60.0,70.0,90.0,80.0,90.0,80.0,60.0,90.0,70.0,70.0,100.0,70.0,70.0,70.0,80.0,80.0,70.0,70.0,140.0,80.0,80.0,70.0,110.0,100.0,70.0,130.0,80.0,70.0,90.0,90.0,100.0,80.0,450.0,230.0,,,,,,,,,,,,,,,,,,,
80.0,70.0,70.0,80.0,80.0,110.0,180.0,80.0,80.0,60.0,70.0,110.0,70.0,90.0,180.0,150.0,210.0,110.0,150.0,180.0,100.0,130.0,60.0,80.0,140.0,90.0,90.0,90.0,80.0,90.0,70.0,90.0,80.0,90.0,110.0,140.0,80.0,110.0,370.0,110.0,220.0,360.0,170.0,1470.0,,,,,,,,,,,,,,,,,,,
90.0,80.0,100.0,100.0,110.0,130.0,170.0,130.0,50.0,130.0,90.0,80.0,60.0,90.0,120.0,90.0,100.0,70.0,110.0,90.0,70.0,110.0,90.0,100.0,80.0,60.0,80.0,80.0,90.0,90.0,80.0,80.0,100.0,80.0,100.0,80.0,130.0,110.0,100.0,110.0,110.0,220.0,180.0,40.0,,,,,,,,,,,,,,,,,,,
80.0,80.0,80.0,80.0,80.0,60.0,70.0,80.0,60.0,80.0,70.0,90.0,80.0,70.0,80.0,70.0,80.0,70.0,90.0,70.0,50.0,90.0,100.0,80.0,80.0,80.0,70.0,130.0,130.0,80.0,90.0,70.0,230.0,70.0,90.0,100.0,80.0,10.0,230.0,220.0,160.0,440.0,1330.0,,,,,,,,,,,,,,,,,,,,
70.0,90.0,70.0,90.0,80.0,100.0,90.0,70.0,50.0,90.0,60.0,100.0,100.0,80.0,70.0,100.0,70.0,150.0,70.0,90.0,90.0,70.0,70.0,80.0,80.0,90.0,100.0,70.0,540.0,100.0,160.0,100.0,110.0,100.0,110.0,120.0,80.0,180.0,100.0,90.0,170.0,290.0,2940.0,,,,,,,,,,,,,,,,,,,,
130.0,120.0,100.0,100.0,110.0,70.0,70.0,80.0,70.0,70.0,80.0,90.0,90.0,60.0,90.0,80.0,70.0,90.0,110.0,90.0,150.0,70.0,90.0,90.0,80.0,130.0,80.0,90.0,110.0,180.0,60.0,120.0,80.0,80.0,90.0,70.0,120.0,100.0,420.0,90.0,330.0,200.0,1370.0,,,,,,,,,,,,,,,,,,,,
70.0,80.0,60.0,70.0,80.0,90.0,90.0,90.0,80.0,70.0,130.0,60.0,100.0,90.0,80.0,70.0,80.0,130.0,160.0,110.0,100.0,90.0,90.0,100.0,100.0,100.0,80.0,80.0,80.0,70.0,90.0,70.0,110.0,100.0,70.0,90.0,100.0,260.0,110.0,90.0,170.0,100.0,780.0,,,,,,,,,,,,,,,,,,,,
120.0,130.0,140.0,120.0,100.0,100.0,70.0,80.0,110.0,60.0,90.0,80.0,110.0,90.0,100.0,90.0,90.0,90.0,120.0,70.0,80.0,100.0,90.0,110.0,120.0,130.0,90.0,160.0,120.0,90.0,90.0,100.0,110.0,110.0,110.0,70.0,140.0,110.0,90.0,130.0,250.0,330.0,2380.0,,,,,,,,,,,,,,,,,,,,
60.0,100.0,60.0,70.0,120.0,80.0,60.0,90.0,80.0,80.0,80.0,90.0,60.0,70.0,70.0,80.0,90.0,90.0,100.0,90.0,90.0,110.0,100.0,90.0,90.0,90.0,80.0,100.0,80.0,100.0,100.0,80.0,120.0,80.0,90.0,140.0,130.0,100.0,110.0,100.0,630.0,210.0,2050.0,,,,,,,,,,,,,,,,,,,,
110.0,140.0,100.0,130.0,90.0,80.0,140.0,100.0,140.0,160.0,170.0,120.0,100.0,130.0,140.0,140.0,200.0,210.0,140.0,80.0,80.0,150.0,90.0,470.0,130.0,130.0,320.0,390.0,210.0,330.0,160.0,190.0,300.0,110.0,120.0,120.0,130.0,630.0,270.0,460.0,300.0,280.0,,,,,,,,,,,,,,,,,,,,,
90.0,70.0,100.0,120.0,70.0,100.0,80.0,100.0,110.0,80.0,110.0,110.0,90.0,100.0,120.0,70.0,80.0,230.0,100.0,110.0,280.0,80.0,90.0,120.0,120.0,170.0,120.0,200.0,100.0,110.0,100.0,120.0,100.0,110.0,120.0,160.0,330.0,200.0,350.0,200.0,130.0,230.0,,,,,,,,,,,,,,,,,,,,,
70.0,100.0,60.0,70.0,70.0,70.0,60.0,80.0,70.0,80.0,100.0,100.0,80.0,70.0,70.0,80.0,90.0,140.0,80.0,60.0,80.0,110.0,90.0,70.0,70.0,70.0,80.0,90.0,90.0,110.0,70.0,80.0,90.0,70.0,70.0,110.0,340.0,510.0,370.0,140.0,240.0,1290.0,,,,,,,,,,,,,,,,,,,,,
60.0,80.0,70.0,80.0,80.0,60.0,80.0,110.0,90.0,70.0,80.0,80.0,70.0,70.0,80.0,70.0,80.0,80.0,90.0,70.0,80.0,100.0,140.0,80.0,60.0,100.0,80.0,70.0,100.0,90.0,110.0,80.0,70.0,80.0,70.0,100.0,150.0,180.0,230.0,260.0,510.0,,,,,,,,,,,,,,,,,,,,,,
110.0,130.0,130.0,110.0,120.0,110.0,110.0,100.0,90.0,80.0,80.0,70.0,100.0,80.0,80.0,80.0,80.0,80.0,110.0,100.0,100.0,100.0,90.0,110.0,100.0,90.0,140.0,150.0,80.0,90.0,80.0,100.0,70.0,100.0,80.0,170.0,110.0,80.0,90.0,190.0,390.0,,,,,,,,,,,,,,,,,,,,,,
100.0,90.0,80.0,70.0,100.0,100.0,100.0,80.0,90.0,100.0,120.0,60.0,80.0,90.0,90.0,50.0,60.0,90.0,100.0,100.0,90.0,110.0,80.0,80.0,70.0,90.0,110.0,70.0,90.0,80.0,360.0,70.0,90.0,90.0,100.0,120.0,70.0,80.0,80.0,200.0,600.0,,,,,,,,,,,,,,,,,,,,,,
120.0,110.0,90.0,120.0,120.0,90.0,120.0,110.0,110.0,110.0,100.0,100.0,80.0,120.0,140.0,80.0,120.0,110.0,200.0,170.0,100.0,100.0,140.0,100.0,140.0,160.0,130.0,90.0,150.0,160.0,250.0,140.0,120.0,130.0,140.0,210.0,120.0,140.0,390.0,320.0,370.0,,,,,,,,,,,,,,,,,,,,,,
100.0,90.0,90.0,110.0,100.0,100.0,100.0,150.0,90.0,80.0,90.0,80.0,90.0,100.0,90.0,90.0,120.0,130.0,100.0,110.0,100.0,140.0,110.0,120.0,170.0,120.0,120.0,180.0,130.0,130.0,110.0,130.0,240.0,120.0,110.0,260.0,170.0,210.0,410.0,470.0,220.0,,,,,,,,,,,,,,,,,,,,,,
70.0,90.0,100.0,100.0,90.0,80.0,100.0,110.0,160.0,150.0,140.0,110.0,570.0,220.0,150.0,230.0,230.0,290.0,190.0,150.0,110.0,240.0,180.0,130.0,130.0,120.0,160.0,300.0,130.0,340.0,110.0,350.0,120.0,120.0,130.0,160.0,200.0,190.0,400.0,110.0,,,,,,,,,,,,,,,,,,,,,,,
80.0,70.0,70.0,70.0,80.0,80.0,80.0,100.0,90.0,80.0,80.0,90.0,90.0,130.0,170.0,240.0,80.0,80.0,70.0,80.0,80.0,120.0,70.0,140.0,60.0,90.0,90.0,80.0,100.0,100.0,140.0,210.0,180.0,190.0,110.0,90.0,90.0,190.0,160.0,430.0,,,,,,,,,,,,,,,,,,,,,,,
100.0,120.0,120.0,130.0,100.0,80.0,90.0,90.0,70.0,90.0,80.0,90.0,90.0,70.0,80.0,90.0,100.0,90.0,70.0,120.0,70.0,110.0,100.0,110.0,130.0,90.0,110.0,110.0,90.0,100.0,70.0,110.0,120.0,140.0,100.0,100.0,90.0,140.0,540.0,220.0,,,,,,,,,,,,,,,,,,,,,,,
90.0,80.0,80.0,120.0,110.0,100.0,120.0,80.0,90.0,80.0,100.0,80.0,110.0,90.0,140.0,90.0,110.0,80.0,80.0,80.0,100.0,80.0,100.0,130.0,90.0,120.0,90.0,130.0,90.0,100.0,120.0,110.0,110.0,120.0,250.0,130.0,70.0,90.0,130.0,580.0,,,,,,,,,,,,,,,,,,,,,,,
120.0,100.0,130.0,120.0,110.0,110.0,50.0,90.0,90.0,80.0,100.0,80.0,70.0,90.0,120.0,120.0,100.0,130.0,130.0,90.0,90.0,90.0,130.0,90.0,100.0,110.0,100.0,110.0,110.0,130.0,100.0,140.0,130.0,110.0,130.0,110.0,200.0,120.0,370.0,2480.0,,,,,,,,,,,,,,,,,,,,,,,
70.0,60.0,70.0,70.0,90.0,80.0,90.0,140.0,130.0,110.0,100.0,80.0,80.0,90.0,60.0,90.0,80.0,80.0,80.0,80.0,90.0,120.0,160.0,80.0,130.0,70.0,130.0,80.0,70.0,80.0,110.0,70.0,100.0,130.0,70.0,90.0,80.0,110.0,320.0,1760.0,,,,,,,,,,,,,,,,,,,,,,,
60.0,100.0,80.0,60.0,70.0,60.0,70.0,70.0,70.0,70.0,60.0,80.0,60.0,130.0,60.0,80.0,90.0,80.0,70.0,100.0,80.0,80.0,160.0,70.0,140.0,100.0,70.0,170.0,70.0,100.0,130.0,80.0,120.0,80.0,80.0,120.0,120.0,80.0,140.0,2150.0,,,,,,,,,,,,,,,,,,,,,,,
80.0,80.0,90.0,100.0,120.0,110.0,110.0,80.0,80.0,70.0,90.0,80.0,80.0,80.0,100.0,120.0,90.0,80.0,100.0,80.0,100.0,120.0,80.0,90.0,90.0,160.0,90.0,90.0,70.0,80.0,90.0,130.0,120.0,140.0,130.0,120.0,270.0,340.0,440.0,,,,,,,,,,,,,,,,,,,,,,,,
80.0,110.0,100.0,100.0,110.0,120.0,120.0,130.0,150.0,90.0,70.0,100.0,120.0,100.0,100.0,120.0,120.0,80.0,230.0,100.0,80.0,70.0,120.0,140.0,70.0,260.0,90.0,80.0,180.0,80.0,110.0,50.0,90.0,60.0,60.0,230.0,90.0,130.0,110.0,,,,,,,,,,,,,,,,,,,,,,,,
80.0,70.0,80.0,70.0,80.0,80.0,70.0,80.0,100.0,80.0,90.0,120.0,120.0,120.0,70.0,80.0,90.0,110.0,70.0,80.0,90.0,70.0,120.0,90.0,90.0,130.0,70.0,80.0,100.0,70.0,90.0,70.0,190.0,160.0,260.0,280.0,220.0,860.0,970.0,,,,,,,,,,,,,,,,,,,,,,,,
80.0,60.0,80.0,90.0,60.0,130.0,90.0,70.0,80.0,110.0,70.0,70.0,70.0,130.0,70.0,70.0,100.0,90.0,110.0,170.0,150.0,100.0,160.0,120.0,120.0,120.0,100.0,80.0,160.0,160.0,150.0,120.0,180.0,170.0,270.0,200.0,280.0,180.0,,,,,,,,,,,,,,,,,,,,,,,,,
90.0,60.0,70.0,70.0,70.0,80.0,70.0,60.0,70.0,80.0,80.0,90.0,80.0,90.0,110.0,100.0,70.0,70.0,100.0,100.0,180.0,90.0,80.0,90.0,100.0,230.0,80.0,80.0,150.0,80.0,80.0,60.0,70.0,100.0,120.0,390.0,240.0,3430.0,,,,,,,,,,,,,,,,,,,,,,,,,
60.0,80.0,80.0,80.0,80.0,80.0,80.0,90.0,90.0,80.0,70.0,80.0,90.0,70.0,80.0,90.0,100.0,70.0,70.0,80.0,80.0,100.0,80.0,70.0,100.0,90.0,80.0,230.0,70.0,70.0,80.0,80.0,90.0,80.0,350.0,410.0,530.0,870.0,,,,,,,,,,,,,,,,,,,,,,,,,
90.0,110.0,90.0,110.0,130.0,120.0,120.0,100.0,120.0,130.0,110.0,130.0,130.0,100.0,90.0,110.0,90.0,110.0,130.0,150.0,110.0,120.0,110.0,110.0,110.0,170.0,210.0,90.0,160.0,190.0,90.0,120.0,170.0,310.0,130.0,190.0,130.0,320.0,,,,,,,,,,,,,,,,,,,,,,,,,
70.0,90.0,100.0,70.0,70.0,90.0,70.0,80.0,80.0,110.0,80.0,90.0,80.0,90.0,80.0,90.0,100.0,80.0,70.0,90.0,110.0,90.0,70.0,110.0,140.0,80.0,80.0,70.0,90.0,80.0,90.0,110.0,120.0,180.0,170.0,400.0,580.0,270.0,,,,,,,,,,,,,,,,,,,,,,,,,
70.0,70.0,70.0,90.0,90.0,90.0,100.0,120.0,60.0,120.0,90.0,100.0,100.0,120.0,120.0,60.0,90.0,90.0,80.0,100.0,120.0,90.0,180.0,110.0,120.0,100.0,110.0,150.0,120.0,170.0,90.0,230.0,90.0,150.0,100.0,130.0,170.0,860.0,,,,,,,,,,,,,,,,,,,,,,,,,
80.0,100.0,90.0,100.0,130.0,90.0,110.0,120.0,110.0,150.0,250.0,130.0,130.0,160.0,170.0,120.0,130.0,130.0,120.0,120.0,130.0,150.0,150.0,180.0,120.0,280.0,140.0,180.0,170.0,120.0,120.0,130.0,200.0,220.0,170.0,180.0,270.0,320.0,,,,,,,,,,,,,,,,,,,,,,,,,
110.0,90.0,120.0,120.0,80.0,90.0,80.0,80.0,140.0,70.0,70.0,130.0,70.0,100.0,90.0,80.0,90.0,90.0,90.0,100.0,90.0,140.0,110.0,90.0,110.0,190.0,90.0,130.0,140.0,140.0,100.0,120.0,120.0,160.0,210.0,180.0,1110.0,,,,,,,,,,,,,,,,,,,,,,,,,,
100.0,80.0,100.0,60.0,80.0,90.0,90.0,70.0,90.0,70.0,100.0,90.0,80.0,70.0,80.0,80.0,90.0,80.0,120.0,150.0,110.0,80.0,80.0,80.0,70.0,80.0,100.0,110.0,90.0,180.0,100.0,120.0,130.0,140.0,230.0,650.0,700.0,,,,,,,,,,,,,,,,,,,,,,,,,,
70.0,100.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,60.0,70.0,70.0,70.0,80.0,90.0,70.0,60.0,100.0,90.0,80.0,100.0,90.0,70.0,90.0,80.0,70.0,100.0,130.0,140.0,80.0,200.0,90.0,80.0,100.0,190.0,190.0,820.0,,,,,,,,,,,,,,,,,,,,,,,,,,
90.0,90.0,90.0,120.0,130.0,110.0,170.0,120.0,80.0,120.0,140.0,100.0,110.0,110.0,100.0,120.0,110.0,70.0,130.0,100.0,110.0,100.0,100.0,80.0,110.0,120.0,110.0,110.0,100.0,130.0,120.0,110.0,100.0,80.0,110.0,170.0,190.0,,,,,,,,,,,,,,,,,,,,,,,,,,
100.0,120.0,120.0,70.0,90.0,90.0,90.0,70.0,120.0,80.0,90.0,80.0,110.0,80.0,90.0,90.0,100.0,120.0,120.0,90.0,110.0,90.0,90.0,90.0,180.0,150.0,80.0,70.0,90.0,150.0,110.0,100.0,110.0,140.0,380.0,360.0,530.0,,,,,,,,,,,,,,,,,,,,,,,,,,
60.0,80.0,110.0,60.0,80.0,70.0,70.0,80.0,60.0,70.0,70.0,90.0,100.0,100.0,90.0,80.0,90.0,160.0,80.0,70.0,110.0,220.0,100.0,70.0,60.0,80.0,130.0,80.0,80.0,110.0,150.0,280.0,140.0,120.0,270.0,2300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
90.0,70.0,80.0,70.0,70.0,70.0,80.0,70.0,70.0,70.0,90.0,90.0,90.0,80.0,90.0,80.0,80.0,130.0,120.0,80.0,70.0,90.0,90.0,70.0,100.0,130.0,180.0,130.0,150.0,70.0,70.0,90.0,60.0,90.0,110.0,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
110.0,110.0,130.0,70.0,90.0,90.0,100.0,100.0,80.0,90.0,80.0,100.0,100.0,110.0,80.0,70.0,80.0,110.0,80.0,90.0,90.0,100.0,60.0,80.0,90.0,80.0,90.0,100.0,90.0,120.0,130.0,130.0,100.0,230.0,210.0,2040.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
80.0,90.0,90.0,110.0,90.0,80.0,70.0,80.0,80.0,110.0,70.0,110.0,140.0,100.0,80.0,60.0,100.0,80.0,150.0,90.0,170.0,70.0,100.0,80.0,90.0,90.0,130.0,130.0,100.0,220.0,550.0,270.0,330.0,280.0,1860.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
